,carat,cut,color,clarity,depth,table,x,y,z,price_predict
2981,1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,5020.314939600632
2982,1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,5294.150299942484
2983,0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,3194.7458706549473
2984,2.1,Premium,F,SI2,62.1,59.0,8.16,8.18,5.07,9584.237611964842
2985,0.7,Premium,F,SI2,62.9,57.0,5.64,5.61,3.53,3194.7458706549473
2986,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,5111.593393047916
2987,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,2829.6320568658107
2988,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,4198.808858575074
2989,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4609.561899087853
2990,0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,3377.3027775495157
2991,1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,6024.377927520758
2992,1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,4746.479579258779
2993,1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04,4655.201125811494
2994,1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,7895.586223190084
2995,0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,4427.004992193284
2996,0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,3194.7458706549473
2997,1.02,Premium,F,SI2,62.5,57.0,6.47,6.43,4.03,4655.201125811494
2998,2.01,Premium,F,SI2,61.3,61.0,8.02,7.96,4.9,9173.484571452062
2999,1.22,Premium,F,SI2,62.5,57.0,6.78,6.73,4.22,5567.9856602843365
3000,1.02,Premium,F,SI2,62.7,59.0,6.38,6.45,4.02,4655.201125811494
3001,1.03,Premium,F,SI2,60.7,60.0,6.47,6.52,3.94,4700.840352535137
3002,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,9766.794518859411
3003,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,6480.770194757179
3004,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,3377.3027775495157
3005,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,6024.377927520758
3006,0.94,Premium,F,SI2,62.3,59.0,6.32,6.23,3.91,4290.087312022358
3007,1.01,Premium,F,SI2,61.8,54.0,6.47,6.42,3.98,4609.561899087853
3008,1.53,Premium,F,SI2,62.6,57.0,7.37,7.33,4.6,6982.8016887172425
3009,0.7,Premium,F,SI2,60.3,58.0,5.79,5.76,3.48,3194.7458706549473
3010,0.73,Premium,F,SI2,61.6,58.0,5.79,5.73,3.55,3331.6635508258737
3011,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,1756.4380685008414
3012,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,2209.7124087591233
3013,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,5722.5885457608065
3014,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,5665.929253228521
3015,1.42,Very Good,G,VVS2,62.6,60.0,7.14,7.17,4.48,8045.619539584499
3016,0.51,Very Good,G,VVS2,63.5,55.0,5.09,5.05,3.22,2889.6239191465456
3017,0.3,Very Good,G,VVS2,61.6,56.0,4.27,4.3,2.64,1699.7787759685561
3018,1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09,6062.544300954518
3019,0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,4532.743402582817
3020,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,1756.4380685008414
3021,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,1473.1416058394154
3022,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,2889.6239191465456
3023,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,2889.6239191465456
3024,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,1699.7787759685561
3025,0.7,Very Good,G,VVS2,60.8,57.0,5.72,5.76,3.49,3966.150477259964
3026,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7,1756.4380685008414
3027,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,8498.89387984278
3028,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,5892.566423357662
3029,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,1869.7566535654119
3030,0.71,Very Good,G,VVS2,61.2,58.0,5.68,5.72,3.49,4022.8097697922494
3031,0.33,Very Good,G,VVS2,61.4,55.0,4.46,4.5,2.75,1869.7566535654119
3032,0.73,Very Good,G,VVS2,61.4,58.0,5.83,5.86,3.59,4136.12835485682
3033,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,8668.871757439638
3034,0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,1869.7566535654119
3035,0.3,Very Good,G,VVS2,59.7,63.0,4.34,4.37,2.6,1699.7787759685561
3036,0.5,Very Good,G,VVS2,60.0,56.0,5.18,5.21,3.12,2832.9646266142604
3037,1.4,Very Good,G,VVS2,63.4,59.0,7.12,7.04,4.49,7932.300954519928
3038,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,5297.245859655112
3039,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,5479.909509988048
3040,0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,3287.9457059928286
3041,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,4109.932132491036
3042,0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,3333.611618576062
3043,0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73,1461.3092026634795
3044,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,5982.234548403619
3045,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,4566.591258323373
3046,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,9270.180254396446
3047,2.01,Premium,J,SI1,59.8,57.0,8.17,8.13,4.87,9178.848429229978
3048,1.0,Premium,J,SI1,60.8,58.0,6.39,6.44,3.9,4566.591258323373
3049,1.5,Premium,J,SI1,62.1,57.0,7.42,7.26,4.56,6849.88688748506
3050,0.72,Premium,J,SI1,60.9,57.0,5.84,5.78,3.54,3287.9457059928286
3051,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,4566.591258323373
3052,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,6164.898198736554
3053,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,9863.837117978486
3054,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,3607.607094075465
3055,0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,3242.2797934095947
3056,0.36,Premium,J,SI1,61.6,60.0,4.54,4.58,2.81,1643.9728529964143
3057,0.78,Premium,J,SI1,63.0,60.0,5.88,5.82,3.66,3561.941181492231
3058,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,7808.871051732967
3059,2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,9635.507555062317
3060,2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,9270.180254396446
3061,1.0,Premium,J,SI1,62.0,62.0,6.27,6.22,3.87,4566.591258323373
3062,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,4645.675452841972
3063,1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,5762.424359775138
3064,1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,5539.074578388505
3065,1.08,Very Good,J,SI2,63.2,59.0,6.57,6.4,4.1,4824.355277951279
3066,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,4511.665584009992
3067,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,4556.3355402873185
3068,0.91,Very Good,J,SI2,62.0,56.0,6.18,6.23,3.85,4064.9660212367257
3069,1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,4556.3355402873185
3070,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,8978.661211742658
3071,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,5449.734665833852
3072,1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,5539.074578388505
3073,1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,4556.3355402873185
3074,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,1348.727829560586
3075,0.34,Very Good,H,VVS2,63.0,55.0,4.44,4.48,2.81,1581.267110519308
3076,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,2278.884953395473
3077,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,2325.3928095872175
3078,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,7255.225565912118
3079,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,1813.8063914780296
3080,0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,4185.707057256992
3081,1.0,Very Good,H,VVS2,60.3,59.0,6.41,6.46,3.88,4650.785619174435
3082,0.72,Very Good,H,VVS2,60.3,56.0,5.81,5.83,3.51,3348.5656458055932
3083,0.34,Very Good,H,VVS2,61.0,55.0,4.52,4.55,2.76,1581.267110519308
3084,1.59,Very Good,H,VVS2,63.0,58.0,7.43,7.48,4.7,7394.7491344873515
3085,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,3488.089214380826
3086,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,2836.9792276964054
3087,0.26,Very Good,H,VVS2,62.5,56.0,4.07,4.09,2.55,1209.2042609853531
3088,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,1534.7592543275637
3089,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,1441.7435419440749
3090,0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,2836.9792276964054
3091,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,2713.4007933927337
3092,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,7637.720751772138
3093,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,1859.1820251024285
3094,1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,5024.816284060617
3095,0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,3567.6195616830382
3096,1.01,Ideal,I,SI1,60.6,57.0,6.51,6.56,3.96,5075.064446901223
3097,0.52,Ideal,I,SI1,61.8,56.0,5.15,5.18,3.19,2612.904467711521
3098,2.15,Ideal,I,SI1,62.5,57.0,8.2,8.16,5.11,10803.355010730327
3099,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,3668.1158873642507
3100,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,6080.027703713346
3101,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,10150.128893802446
3102,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,10602.362359367902
3103,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,7587.472588931532
3104,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,2512.4081420303087
3105,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,1507.4448852181852
3106,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,10903.851336411539
3107,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,5728.290563829103
3108,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,3517.371398842432
3109,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,10250.62521948366
3110,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,4170.597515770312
3111,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,8542.18768290305
3112,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,5024.816284060617
3113,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,4974.568121220012
3114,1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,6130.275866553953
3115,1.56,Ideal,I,SI1,62.5,54.0,7.45,7.37,4.63,7838.713403134563
3116,0.34,Ideal,I,SI1,61.9,57.0,4.44,4.48,2.76,1708.43753658061
3117,1.05,Ideal,I,SI1,60.4,57.0,6.6,6.58,3.98,5276.057098263648
3118,0.6,Ideal,I,SI1,60.7,58.0,5.43,5.45,3.3,3014.8897704363703
3119,0.34,Ideal,I,SI1,61.9,57.0,4.49,4.52,2.79,1708.43753658061
3120,0.51,Ideal,I,SI1,62.5,57.0,5.07,5.1,3.18,2562.656304870915
3121,0.31,Ideal,I,SI1,62.2,56.0,4.37,4.34,2.71,1557.6930480587914
3122,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,7587.472588931532
3123,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,1658.1893737400037
3124,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,1909.4301879430345
3125,2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,10099.88073096184
3126,0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,1708.43753658061
3127,1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,5326.305261104255
3128,2.26,Ideal,I,SI1,62.4,57.0,8.43,8.37,5.24,11356.084801976995
3129,1.63,Ideal,I,SI1,61.3,56.0,7.64,7.56,4.66,8190.450543018806
3130,1.04,Ideal,I,SI1,63.0,56.0,6.49,6.39,4.06,5225.808935423042
3131,1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,5326.305261104255
3132,1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,5577.546075307286
3133,1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,5075.064446901223
3134,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,1557.6930480587914
3135,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,7587.472588931532
3136,1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,6029.779540872741
3137,0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,2009.926513624247
3138,0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,1658.1893737400037
3139,1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21,6130.275866553953
3140,1.7,Ideal,I,SI1,60.4,58.0,7.73,7.67,4.65,8542.18768290305
3141,0.5,Ideal,I,SI1,62.0,55.0,5.09,5.14,3.17,2512.4081420303087
3142,0.31,Ideal,I,SI1,61.9,56.0,4.33,4.36,2.69,1557.6930480587914
3143,1.2,Ideal,I,SI1,62.4,57.0,6.75,6.8,4.23,6029.779540872741
3144,1.5,Ideal,I,SI1,61.8,57.0,7.3,7.34,4.53,7537.2244260909265
3145,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3980.156433529098
3146,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,3271.361452215697
3147,1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,5615.837159636947
3148,1.21,Good,E,VS1,61.7,58.0,6.73,6.78,4.17,6597.245595301656
3149,0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,1908.2941804591567
3150,0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98,2562.5664709022963
3151,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,1411.9516074678163
3152,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,2010.9613803329505
3153,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,2139.3206173754793
3154,1.0,Good,D,SI1,63.8,53.0,6.35,6.4,4.07,4278.641234750959
3155,1.01,Good,D,SI1,64.1,60.0,6.3,6.27,4.03,4321.427647098468
3156,1.0,Good,D,SI1,64.9,53.0,6.27,6.3,4.08,4278.641234750959
3157,1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,4321.427647098468
3158,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,2310.466266765518
3159,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,4321.427647098468
3160,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,1711.4564939003835
3161,0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,1882.6021432904217
3162,0.54,Good,D,SI1,57.9,60.0,5.36,5.39,3.11,2310.466266765518
3163,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,2139.3206173754793
3164,0.7,Good,D,SI1,58.8,64.0,5.74,5.79,3.39,2995.048864325671
3165,0.35,Good,D,SI1,63.3,56.0,4.5,4.53,2.86,1497.5244321628354
3166,1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,4278.641234750959
3167,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,3936.349935970882
3168,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,2139.3206173754793
3169,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,1326.3787827727972
3170,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,4364.214059445978
3171,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,3850.777111275863
3172,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,1369.1651951203069
3173,0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,3893.5635236233725
3174,2.04,Good,D,SI1,61.9,60.0,8.15,8.11,5.03,8728.428118891956
3175,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,4854.562861833573
3176,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2643.573835651946
3177,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,1441.9493649010612
3178,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1922.5991532014152
3179,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,3412.6134969325117
3180,0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,1105.4945130908138
3181,0.24,Very Good,E,VVS2,60.9,58.0,4.03,4.05,2.46,1153.559491920849
3182,0.25,Very Good,E,VVS2,62.1,58.0,4.03,4.06,2.51,1201.6244707508845
3183,0.27,Very Good,E,VVS2,62.5,59.0,4.09,4.14,2.57,1297.7544284109554
3184,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,4806.497883003538
3185,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,1922.5991532014152
3186,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2451.313920331804
3187,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,1249.68944958092
3188,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,1249.68944958092
3189,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,4806.497883003538
3190,0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,1441.9493649010612
3191,0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,2066.794089691521
3192,0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,1153.559491920849
3193,0.24,Very Good,E,VVS2,62.4,54.0,3.96,3.99,2.48,1153.559491920849
3194,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,2691.6388144819816
3195,0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,1297.7544284109554
3196,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,1634.209280221203
3197,0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,1201.6244707508845
3198,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,1153.559491920849
3199,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,1105.4945130908138
3200,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,2114.8590685215568
3201,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,1297.7544284109554
3202,0.23,Very Good,E,VVS2,63.0,58.0,3.92,3.95,2.48,1105.4945130908138
3203,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,5292.514553413737
3204,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,6157.637124644828
3205,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,4122.054604101084
3206,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6462.974502726391
3207,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,2544.478150679681
3208,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,2748.036402734056
3209,2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,10279.691728745913
3210,0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56,3613.158973965147
3211,0.38,Ideal,H,SI1,62.0,54.0,4.66,4.72,2.91,1933.8033945165578
3212,1.01,Ideal,H,SI1,60.4,58.0,6.47,6.5,3.92,5139.845864372956
3213,0.61,Ideal,H,SI1,61.9,54.0,5.44,5.48,3.38,3104.263343829211
3214,0.4,Ideal,H,SI1,62.6,52.0,4.73,4.76,2.97,2035.582520543745
3215,1.67,Ideal,H,SI1,61.6,55.0,7.68,7.62,4.71,8498.557023270136
3216,1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,5648.741494508893
3217,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,5292.514553413737
3218,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,5394.293679440924
3219,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,5648.741494508893
3220,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,2849.815528761243
3221,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,5190.735427386549
3222,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,5445.183242454518
3223,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,4580.060671223427
3224,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6106.747561631235
3225,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,1882.913831502964
3226,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,10177.912602718725
3227,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,10432.360417786693
3228,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,5343.40411642733
3229,0.58,Ideal,H,SI1,62.2,57.0,5.34,5.37,3.33,2951.59465478843
3230,1.21,Ideal,H,SI1,61.8,55.0,6.82,6.86,4.23,6157.637124644828
3231,0.3,Ideal,H,SI1,62.1,56.0,4.3,4.32,2.67,1526.6868904078087
3232,1.5,Ideal,H,SI1,61.6,57.0,7.34,7.24,4.49,7633.434452039044
3233,1.22,Ideal,H,SI1,61.9,55.0,6.82,6.87,4.24,6208.526687658422
3234,0.3,Ideal,H,SI1,62.9,57.0,4.27,4.22,2.67,1526.6868904078087
3235,1.51,Ideal,H,SI1,61.3,56.0,7.44,7.4,4.55,7684.324015052637
3236,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,7786.103141079825
3237,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,5139.845864372956
3238,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,7684.324015052637
3239,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5546.962368481705
3240,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,1933.8033945165578
3241,0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,1526.6868904078087
3242,1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,8753.004838338104
3243,1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,5496.072805468112
3244,1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,6768.311880807953
3245,0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21,2748.036402734056
3246,1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,5088.956301359362
3247,0.52,Ideal,H,SI1,61.9,56.0,5.16,5.22,3.2,2646.2572767068687
3248,0.76,Ideal,H,SI1,62.4,55.0,5.87,5.83,3.65,3867.6067890331155
3249,0.7,Ideal,H,SI1,62.0,55.0,5.71,5.68,3.53,3562.2694109515537
3250,0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,1577.5764534214024
3251,0.3,Ideal,H,SI1,62.1,55.0,4.3,4.33,2.68,1526.6868904078087
3252,1.16,Ideal,H,SI1,62.2,54.0,6.72,6.75,4.19,5903.18930957686
3253,0.58,Ideal,H,SI1,61.9,59.0,5.33,5.36,3.31,2951.59465478843
3254,0.26,Ideal,H,SI1,62.2,54.0,4.1,4.13,2.56,1323.1286383534343
3255,1.04,Ideal,H,SI1,61.6,55.0,6.51,6.54,4.02,5292.514553413737
3256,1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,5750.520620536079
3257,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,1628.466016434996
3258,0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,2544.478150679681
3259,1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,7633.434452039044
3260,1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,6412.084939712797
3261,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5750.520620536079
3262,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4681.839797250614
3263,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,5852.299746563266
3264,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,5801.410183549673
3265,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,6768.311880807953
3266,0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,3562.2694109515537
3267,1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14,5801.410183549673
3268,0.71,Ideal,H,SI1,62.3,54.0,5.74,5.76,3.58,3613.158973965147
3269,0.66,Ideal,H,SI1,62.4,58.0,5.53,5.56,3.46,3358.7111588971793
3270,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,7267.806412583181
3271,2.07,Fair,D,SI2,64.5,60.0,7.99,7.88,5.12,8746.720508166967
3272,0.76,Fair,D,SI2,55.5,69.0,6.16,6.07,3.39,3211.35632183908
3273,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3802.9219600725946
3274,1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,4267.723532970356
3275,0.9,Fair,D,SI2,64.5,61.0,6.1,6.0,3.9,3802.9219600725946
3276,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,1609.900938477582
3277,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5419.99982620786
3278,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,5366.33646159194
3279,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,2790.4949600278087
3280,1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,6224.95029544665
3281,0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,2039.2078554049372
3282,1.06,Very Good,G,VS1,63.0,56.0,6.47,6.51,4.09,5688.316649287457
